Country Code,Date,GDP,GDP Per Capita,Population
USA,2019,21374418877706.6,62526.9362080871,328239523.0
USA,2018,20529049174601.6,61391.3729620784,326687501.0
USA,2017,19485393853000.1,59957.7258513035,324985539.0
USA,2016,18707188235000.0,59028.590080063,322941311.0
USA,2015,18219297584000.0,58535.7680204966,320635163.0
USA,2014,17521746534000.0,57313.8597017438,318301008.0
USA,2013,16784849190000.0,56350.6459733513,315993715.0
USA,2012,16197007349000.0,55712.7058319029,313830990.0
USA,2011,15542581104000.0,54884.70736781,311556874.0
USA,2010,14992052727000.0,54437.0834529752,309321666.0
USA,2009,14448933025000.0,53517.5443132917,306771529.0
USA,2008,14712844084000.0,55393.9797366132,304093966.0
USA,2007,14451858650000.0,55996.8983903033,301231207.0
USA,2006,13814611414000.0,55490.8959997208,298379912.0
USA,2005,13036640229000.0,54473.3579070439,295516599.0
USA,2004,12213729147000.0,53111.8347452675,292805298.0
USA,2003,11458243878000.0,51643.7673676193,290107933.0
USA,2002,10936419054000.0,50640.6143552516,287625193.0
USA,2001,10581821399000.0,50237.6561798671,284968955.0
USA,2000,10252345464000.0,50235.8230854306,282162411.0
USA,1999,9630664202000.0,48784.3858300677,279040000.0
USA,1998,9062818211000.0,47108.6405235252,275854000.0
USA,1997,8577554463000.0,45616.7342614867,272657000.0
USA,1996,8073122000000.0,44203.4385165224,269394000.0
USA,1995,7639749000000.0,43094.9519860098,266278000.0
USA,1994,7287236000000.0,42471.1412706805,263126000.0
USA,1993,6858559000000.0,41330.0485761973,259919000.0
USA,1992,6520327000000.0,40756.7004677965,256514000.0
USA,1991,6158129000000.0,39919.7373834581,252981000.0
USA,1990,5963144000000.0,40500.594691121,249623000.0
GBR,2019,3255483893726.23,46699.3024940754,66834405.0
GBR,2018,3120717081029.65,46309.8023832552,66460344.0
GBR,2017,3037047081796.49,45974.8643523571,66058859.0
GBR,2016,2897575333395.3,45428.7228031662,65611593.0
GBR,2015,2768620597517.21,44912.8257998092,65116219.0
GBR,2014,2665874429446.03,44228.3055977099,64602298.0
GBR,2013,2563270947920.74,43422.9895227385,64128273.0
GBR,2012,2440476088673.01,42799.1061804579,63700215.0
GBR,2011,2350795692102.0,42469.6543228734,63258810.0
GBR,2010,2282682174033.24,42153.6297467325,62766365.0
GBR,2009,2181537403209.23,41672.9428140685,62276270.0
GBR,2008,2265856338473.77,43852.1076311794,61806995.0
GBR,2007,2182920267727.36,44323.2160511539,61322463.0
GBR,2006,2115106520891.17,43609.7352915332,60846820.0
GBR,2005,1973200267375.52,42739.7462349013,60401206.0
GBR,2004,1917500286870.9,41708.0102593864,59987905.0
GBR,2003,1805058287003.74,40973.2952958649,59647577.0
GBR,2002,1725816341173.86,39854.7510886469,59370479.0
GBR,2001,1640990228763.58,39114.6664781775,59119673.0
GBR,2000,1555553504801.6,38131.3730583385,58892514.0
GBR,1999,1432713941078.97,36996.1290456808,58682466.0
GBR,1998,1382456880344.43,35889.3162483835,58487141.0
GBR,1997,1343306846698.67,34728.2583237307,58316954.0
GBR,1996,1270405719902.88,33525.4676213816,58166950.0
GBR,1995,1190346310769.6,32793.8709109047,58019030.0
GBR,1994,1125692420871.04,32068.8633045102,57865745.0
GBR,1993,1060838257293.01,30959.8900978489,57718614.0
GBR,1992,1010751556344.17,30280.2763764717,57580402.0
GBR,1991,984577187000.468,30240.983352622,57424897.0
GBR,1990,962845091964.575,30673.0083090826,57247586.0
BEL,2019,626399512740.897,51707.7918992621,11484055.0
BEL,2018,597058697423.143,51245.9962234656,11427054.0
BEL,2017,577007008859.085,50725.1863102987,11375158.0
BEL,2016,550808613604.066,49969.6181652048,11331422.0
BEL,2015,521017424704.67,49491.6208733935,11274196.0
BEL,2014,503619406808.679,48787.4840814656,11209057.0
BEL,2013,487343797679.386,48243.0201797298,11159407.0
BEL,2012,469720618339.766,48249.3709850364,11106932.0
BEL,2011,451932718764.387,48193.2667345477,11038264.0
BEL,2010,434371355469.353,48010.8168302332,10895586.0
BEL,2009,407954861225.586,47102.3274479829,10796493.0
BEL,2008,405729462246.522,48462.1280598989,10709973.0
BEL,2007,390526169837.718,48629.15208574,10625700.0
BEL,2006,371463742038.671,47250.2135790916,10547958.0
BEL,2005,347658412088.972,46379.1268487736,10478617.0
BEL,2004,333830859759.856,45576.7679401042,10421137.0
BEL,2003,320612812417.695,44196.1176786611,10376133.0
BEL,2002,312900377877.018,43925.6016814993,10332785.0
BEL,2001,296257206516.574,43382.4580097743,10286570.0
BEL,2000,284933266798.329,43058.451690305,10251250.0
BEL,1999,260168701709.78,41616.2608516448,10226419.0
BEL,1998,248631437863.998,40284.5747329507,10203008.0
BEL,1997,241542563912.424,39593.915766875,10181245.0
BEL,1996,230596250406.231,38239.1869056075,10156637.0
BEL,1995,227118978742.505,37814.2692768317,10136811.0
BEL,1994,217273103765.511,37010.9284938806,10115603.0
BEL,1993,206080365514.085,35964.6035534175,10084475.0
BEL,1992,203265766756.14,36456.0306612577,10045158.0
BEL,1991,195740618052.321,36052.4003340586,10004486.0
BEL,1990,185929456761.029,35535.2306339757,9967379.0
FRA,2019,3315117580574.84,46183.5217898106,67059887.0
FRA,2018,3120958807400.34,45561.0017682227,66965912.0
FRA,2017,2997296584981.42,44826.5074739036,66864379.0
FRA,2016,2863816346909.39,43914.4816471229,66724104.0
FRA,2015,2719223033898.26,43553.3992916238,66548272.0
FRA,2014,2662033396692.53,43227.453763357,66312067.0
FRA,2013,2608522466158.15,43021.3468314234,65998687.0
FRA,2012,2474003939353.38,42995.5900082538,65659809.0
FRA,2011,2446475413051.0,43069.3302520252,65342780.0
FRA,2010,2336237107185.55,42349.544635803,65027507.0
FRA,2009,2246074865218.48,41745.4821405631,64707040.0
FRA,2008,2259256991361.58,43202.1449281895,64374984.0
FRA,2007,2182048699780.6,43333.7801816556,64016225.0
FRA,2006,2063202748926.06,42570.4940391774,63621381.0
FRA,2005,1926880446239.76,41843.4539898025,63179351.0
FRA,2004,1820581746307.33,41470.3194447529,62704895.0
FRA,2003,1751690281552.46,40627.1499922542,62244886.0
FRA,2002,1762926373243.27,40582.073969006,61805267.0
FRA,2001,1687440623635.58,40419.3014348846,61357430.0
FRA,2000,1589840444463.08,39922.5877503782,60912500.0
FRA,1999,1470523899441.7,38679.3192760745,60496718.0
FRA,1998,1405892097800.21,37592.6356248081,60186288.0
FRA,1997,1333393499384.76,36424.3124305251,59964851.0
FRA,1996,1273968045657.78,35718.8924348436,59753100.0
FRA,1995,1234872151459.92,35346.1519808816,59541899.0
FRA,1994,1184555470552.45,34742.159415775,59327192.0
FRA,1993,1133068052397.45,34068.275151788,59106768.0
FRA,1992,1113845375059.34,34432.6772732668,58851217.0
FRA,1991,1071884778559.65,34059.5874934818,58559311.0
FRA,1990,1026066902289.78,33893.5911576966,58235697.0
DEU,2019,4659794737398.96,53815.3653988137,83132799.0
DEU,2018,4514794305292.67,53659.9892931257,82905782.0
DEU,2017,4381793826850.42,53011.7681603117,82657002.0
DEU,2016,4163898794181.89,51930.1627216947,82348669.0
DEU,2015,3895127090047.34,51209.0864620046,81686611.0
DEU,2014,3807112936430.42,50771.0402536316,80982500.0
DEU,2013,3628559701800.76,49873.1147030086,80645605.0
DEU,2012,3487232707438.34,49796.1557414519,80425823.0
DEU,2011,3415020684916.05,49681.286395794,80274983.0
DEU,2010,3187561994873.85,46927.329489172,81776930.0
DEU,2009,3018205018720.86,44975.9611008627,81902307.0
DEU,2008,3103957698735.13,47572.4164323177,82110097.0
DEU,2007,2982137360500.33,47029.4977547019,82266372.0
DEU,2006,2810612327627.45,45605.7420257348,82376451.0
DEU,2005,2622040720917.68,43880.4697983758,82469422.0
DEU,2004,2583207076040.95,43541.2580911849,82516260.0
DEU,2003,2465749300937.88,43019.9061551859,82534176.0
DEU,2002,2406901890705.46,43353.0686488749,82488495.0
DEU,2001,2337145131620.0,43512.3729899114,82349925.0
DEU,2000,2236911602807.63,42858.0189831488,82211508.0
DEU,1999,2158514818382.19,41708.5607983245,82100243.0
DEU,1998,2079452807088.9,40960.5704621276,82047195.0
DEU,1997,2015135479495.69,40156.0050460038,82034771.0
DEU,1996,1968859035644.57,39510.0850283135,81914831.0
DEU,1995,1921185762654.8,39301.9714672169,81678051.0
DEU,1994,1853285021267.37,38821.8153767718,81438348.0
DEU,1993,1772042875808.53,38044.3822651792,81156363.0
DEU,1992,1748149974066.26,38674.0570407454,80624598.0
DEU,1991,1676867309864.1,38232.0920102205,80013896.0
DEU,1990,1543185916262.22,36640.003246059,79433029.0
ITA,2019,2664945505935.4,42412.6645516756,60297396.0
ITA,2018,2587030339782.73,42198.2432366598,60421760.0
ITA,2017,2529503666965.27,41784.6247136637,60536709.0
ITA,2016,2420426054252.35,41037.6033282618,60627498.0
ITA,2015,2241524993398.74,40444.8076473426,60730582.0
ITA,2014,2200255257934.9,40093.7955279769,60789140.0
ITA,2013,2187377576803.98,40465.1906643631,60233948.0
ITA,2012,2172383785077.79,41704.8265123998,59539717.0
ITA,2011,2173169963370.93,43102.2266122051,59379449.0
ITA,2010,2085496212846.81,42873.1606996339,59277417.0
ITA,2009,2046839852007.77,42280.8418983308,59095365.0
ITA,2008,2089717925618.93,44841.9962745517,58826731.0
ITA,2007,1993080670383.34,45578.5180653498,58438310.0
ITA,2006,1884706039437.51,45138.0062717653,58143979.0
ITA,2005,1746657911754.7,44477.4462060837,57969484.0
ITA,2004,1703326268974.96,44333.9565871966,57685327.0
ITA,2003,1671542411985.02,43995.4915000085,57313203.0
ITA,2002,1639680554324.34,44130.3134865276,57059007.0
ITA,2001,1597879845668.84,44084.1311651619,56974100.0
ITA,2000,1542139023351.08,43264.645140289,56942108.0
ITA,1999,1457193715148.05,41704.904027995,56916317.0
ITA,1998,1423840654724.4,41044.6456034335,56906744.0
ITA,1997,1357847769420.38,40326.303333158,56890372.0
ITA,1996,1308793635935.89,39622.469118191,56860281.0
ITA,1995,1270674822014.3,39137.8144581682,56844303.0
ITA,1994,1209657487651.4,38040.2755420661,56843400.0
ITA,1993,1159427056914.97,37246.8376400066,56831821.0
ITA,1992,1142335926061.37,37590.1870505858,56797087.0
ITA,1991,1107641374526.78,37304.5063037457,56758521.0
ITA,1990,1055176164505.38,36764.7354247013,56719240.0
LUX,2019,75188883903.8919,114481.533570261,619896.0
LUX,2018,71000340500.3936,114109.972454391,607950.0
LUX,2017,67280181468.9465,112822.605827833,596336.0
LUX,2016,64399672527.5245,113553.598994566,582014.0
LUX,2015,59096856502.3694,110951.988769966,569604.0
LUX,2014,56353766041.0479,108911.348894252,556319.0
LUX,2013,51940075107.1763,106914.950314366,543360.0
LUX,2012,48646428610.814,105557.265692399,530946.0
LUX,2011,47690524461.9649,108505.454959801,518347.0
LUX,2010,43434533307.3879,108196.793840499,506953.0
LUX,2009,40987695882.111,105077.951508216,497783.0
LUX,2008,42362971851.4074,111920.041404729,488650.0
LUX,2007,40307717243.2934,115415.434682835,479993.0
LUX,2006,36836477089.73,108174.25489377,472637.0
LUX,2005,31733108754.2518,104501.908134185,465158.0
LUX,2004,29341820786.6632,102850.273308526,458095.0
LUX,2003,27115969640.8047,100685.613620848,451630.0
LUX,2002,26222378149.9609,100282.717246864,446175.0
LUX,2001,24679209789.4911,97610.6534409562,441525.0
LUX,2000,24154411064.4221,96340.2974329719,436300.0
LUX,1999,21794057203.7217,90210.7478978603,430475.0
LUX,1998,18855147270.7779,84288.8767665376,424700.0
LUX,1997,17967628355.5316,80479.1830702037,419450.0
LUX,1996,17116837815.7775,77092.5730715684,414225.0
LUX,1995,16191526679.6391,77078.9025549102,408625.0
LUX,1994,14982332386.0584,77065.5701262041,402925.0
LUX,1993,14129218630.0844,75247.1255377233,397475.0
LUX,1992,13245798385.3949,73189.6056720833,392175.0
LUX,1991,12719226237.75,72842.8175059231,387000.0
LUX,1990,11324271457.4158,67951.398142145,381850.0
NLD,2019,1034542899621.25,57141.3702839618,17332850.0
NLD,2018,991941839767.178,56454.9252056674,17231624.0
NLD,2017,948181470187.003,55347.9123930263,17131296.0
NLD,2016,890398578051.304,54101.2651616307,17030314.0
NLD,2015,852113154375.18,53223.4426476495,16939923.0
NLD,2014,830318571509.821,52432.6191986655,16865008.0
NLD,2013,827475738129.662,51883.1243700698,16804432.0
NLD,2012,792042289740.032,52104.1389950633,16754962.0
NLD,2011,777880906388.857,52841.767452256,16693074.0
NLD,2010,748922932716.248,52277.8834518946,16615394.0
NLD,2009,737252338565.806,51850.500536906,16530388.0
NLD,2008,763407743799.947,54101.692850208,16445593.0
NLD,2007,719050417259.904,53158.9943147889,16381696.0
NLD,2006,669606824526.415,51337.8560051578,16346101.0
NLD,2005,614044200508.505,49700.2574289129,16319868.0
NLD,2004,582518266772.469,48815.3814206417,16281779.0
NLD,2003,553482674322.596,48031.8909543129,16225302.0
NLD,2002,556285472929.846,48184.0512096001,16148929.0
NLD,2001,532642937201.143,48387.4564829621,16046180.0
NLD,2000,507749234175.488,47645.3993288837,15925513.0
NLD,1999,462796668420.942,46054.8765554336,15812088.0
NLD,1998,435222448623.673,44140.3445465932,15707209.0
NLD,1997,406005938609.433,42434.2733541233,15610650.0
NLD,1996,380056949266.188,40883.4095787303,15530498.0
NLD,1995,361787314768.259,39684.0375649945,15459006.0
NLD,1994,343648990806.356,38675.3935872713,15382838.0
NLD,1993,326787556452.904,37790.2816530157,15290368.0
NLD,1992,315259523221.25,37581.9836329706,15184166.0
NLD,1991,303064750410.393,37231.9972741371,15069798.0
NLD,1990,286171150117.825,36633.0272428189,14951510.0
DNK,2019,348124923446.605,57184.1934507633,5818553.0
DNK,2018,331502619455.559,56102.8219431727,5793636.0
DNK,2017,317448098301.086,55064.9088637057,5764980.0
DNK,2016,297688974563.072,54314.3809429729,5728010.0
DNK,2015,278823156813.193,53018.9324912058,5683483.0
DNK,2014,270330620655.251,52172.6064250178,5643475.0
DNK,2013,262368108591.261,51602.1786698821,5614932.0
DNK,2012,250524614311.535,51338.5937964275,5591572.0
DNK,2011,247352252302.688,51415.6741612409,5570572.0
DNK,2010,238726825969.431,50946.763362866,5547683.0
DNK,2009,222968590830.819,50233.7026878102,5523095.0
DNK,2008,226767483101.984,53109.0331784339,5493621.0
DNK,2007,212808607093.313,53696.9297818417,5461438.0
DNK,2006,202752403003.646,53449.6016251734,5437272.0
DNK,2005,185074466960.377,51606.1955866201,5419432.0
DNK,2004,177856541414.866,50566.9880884925,5404523.0
DNK,2003,165958121874.319,49380.2647665275,5390574.0
DNK,2002,164720383885.92,49322.3809378678,5375931.0
DNK,2001,157815663322.281,49250.5339121584,5358783.0
DNK,2000,153080721837.008,49023.7820960133,5339616.0
DNK,1999,141846293400.642,47411.4676342593,5321799.0
DNK,1998,136920830413.922,46206.4296969225,5304219.0
DNK,1997,131701997542.07,45368.2005173061,5284991.0
DNK,1996,124728959668.485,44118.4722148155,5263074.0
DNK,1995,118559888106.865,43118.3820219823,5233373.0
DNK,1994,112712476577.488,42069.8957966437,5206180.0
DNK,1993,104769177351.97,40075.2133173357,5188628.0
DNK,1992,102333419108.782,40204.656191625,5171370.0
DNK,1991,98132830013.8667,39563.5600181481,5154298.0
DNK,1990,93618075912.1299,39121.1621873761,5140939.0
IRL,2019,436037470943.632,86781.3904024142,4941444.0
IRL,2018,411091813766.909,83470.6239893367,4867316.0
IRL,2017,375592482609.637,78128.181584186,4807388.0
IRL,2016,342011858342.911,73034.513372796,4755335.0
IRL,2015,324698559055.381,71243.4208710382,4701957.0
IRL,2014,237861357856.322,57461.0862704535,4657740.0
IRL,2013,221468263546.13,53320.2216078407,4623816.0
IRL,2012,212758615042.183,52886.885866679,4599533.0
IRL,2011,205441154978.936,52991.8557709335,4580084.0
IRL,2010,197579670763.957,53041.2778400451,4560155.0
IRL,2009,188913080272.807,52382.9593536869,4535375.0
IRL,2008,198813754821.605,55749.3319795117,4489544.0
IRL,2007,205678256112.659,59566.364303386,4398942.0
IRL,2006,188882250899.263,58214.0650320507,4273591.0
IRL,2005,168217664600.522,56918.5822377784,4159914.0
IRL,2004,157394585459.82,55035.2200005574,4070262.0
IRL,2003,144827319500.952,52520.5963961681,3996521.0
IRL,2002,138452090179.502,51818.2423863988,3931947.0
IRL,2001,125832266801.208,49753.5379647128,3866243.0
IRL,2000,114859024263.588,48017.4606953105,3805174.0
IRL,1999,101361429156.062,44462.063665792,3754786.0
IRL,1998,93037939353.9271,40692.0105194266,3712696.0
IRL,1997,83110917542.1993,37830.6858352797,3674171.0
IRL,1996,74455044974.3136,34455.0774873459,3637510.0
IRL,1995,68323207996.7499,32331.6494669118,3608841.0
IRL,1994,61039183879.8282,29642.0022085568,3590386.0
IRL,1993,56510369721.0656,28139.4215162387,3576261.0
IRL,1992,53755062488.2601,27538.9106019678,3558430.0
IRL,1991,50857047931.1567,26830.4243915502,3534235.0
IRL,1990,48262138103.3521,26474.2663219394,3513974.0
GRC,2019,336486248967.871,30314.5662843171,10716322.0
GRC,2018,325789646049.54,29711.9219354672,10732882.0
GRC,2017,312843008068.548,29089.0140066987,10754679.0
GRC,2016,299823740356.993,28601.0632605563,10775971.0
GRC,2015,291109078890.537,28536.8465089853,10820883.0
GRC,2014,292335538628.945,28474.11562719,10892413.0
GRC,2013,286168672044.05,28077.3661308356,10965211.0
GRC,2012,279267183855.415,28808.3073737596,11045011.0
GRC,2011,290296713794.743,30909.4916089023,11104899.0
GRC,2010,313282504359.011,33965.7109973323,11121341.0
GRC,2009,337523969989.556,35980.9224651024,11107017.0
GRC,2008,341817992911.939,37696.9309621102,11077841.0
GRC,2007,323607624217.038,37924.2450275154,11048473.0
GRC,2006,314242602601.216,36815.7292908136,11020362.0
GRC,2005,281028288404.685,34950.8890189059,10987314.0
GRC,2004,278670064907.415,34844.7629667314,10955141.0
GRC,2003,260858583966.021,33248.3821996222,10928070.0
GRC,2002,246559427995.662,31502.4052334736,10902022.0
GRC,2001,227711004033.73,30424.5772306879,10862132.0
GRC,2000,210967341177.736,29369.7188977053,10805808.0
GRC,1999,198711870544.202,28377.756375116,10761698.0
GRC,1998,193327891833.661,27637.5940451337,10720509.0
GRC,1997,182842063074.608,26749.3292096524,10661259.0
GRC,1996,171024542921.023,25727.9101110465,10608800.0
GRC,1995,162702585727.623,25122.4973430243,10562153.0
GRC,1994,156083758885.649,24721.0703799291,10512922.0
GRC,1993,149824064606.707,24358.0000240487,10460415.0
GRC,1992,148736355899.827,24900.1129446883,10399061.0
GRC,1991,144411273818.786,24916.6325116704,10319927.0
GRC,1990,135487383669.729,24459.2843846523,10196792.0
PRT,2019,374532896094.664,34797.9943125939,10269417.0
PRT,2018,353153783393.691,34013.0711043603,10283822.0
PRT,2017,340796722600.216,33086.0967739013,10300300.0
PRT,2016,326331225917.538,31887.4192407208,10325452.0
PRT,2015,307312298431.916,31157.7593380913,10358076.0
PRT,2014,298951904406.531,30482.7243767185,10401062.0
PRT,2013,292135407902.921,30080.5117759271,10457295.0
PRT,2012,277991617084.959,30194.4648882665,10514844.0
PRT,2011,282620727896.604,31344.0167874581,10557560.0
PRT,2010,288435921606.665,31837.9731607788,10573100.0
PRT,2009,279893345736.414,31308.5675905476,10568247.0
PRT,2008,281542630016.914,32348.3705880738,10558177.0
PRT,2007,271021439746.467,32291.9561569266,10542964.0
PRT,2006,259405439604.075,31564.2263610023,10522288.0
PRT,2005,238691088867.445,31115.5598732739,10503330.0
PRT,2004,224966587859.803,30931.5054730146,10483861.0
PRT,2003,217839732509.705,30460.6989419928,10458821.0
PRT,2002,212108753260.396,30862.4482317741,10419631.0
PRT,2001,202417544393.21,30794.5331663012,10362722.0
PRT,2000,194311791462.138,30421.1850332823,10289898.0
PRT,1999,181041025245.14,29509.6170762682,10217828.0
PRT,1998,169540543091.832,28561.2387663275,10160196.0
PRT,1997,159553821038.829,27389.0920309024,10108977.0
PRT,1996,149902197416.356,26351.9331287017,10063945.0
PRT,1995,144177201721.798,25555.6680728856,10026176.0
PRT,1994,135416524675.043,24591.1127706723,9991525.0
PRT,1993,131318350924.051,24421.7436573332,9964675.0
PRT,1992,130954696853.582,24961.6698489927,9952494.0
PRT,1991,126657112302.414,24673.4583495265,9960235.0
PRT,1990,117386297661.016,23586.3553134815,9983218.0
ESP,2019,1987305371639.04,40883.3253649157,47076781.0
ESP,2018,1894494241788.17,40328.9379296749,46797754.0
ESP,2017,1843952249000.96,39575.5351485129,46593236.0
ESP,2016,1733039369294.66,38553.6027656606,46484062.0
ESP,2015,1621504088407.1,37450.9172237396,46444832.0
ESP,2014,1558305994181.4,36039.6865479231,46480882.0
ESP,2013,1512074688796.68,35441.6269194499,46620045.0
ESP,2012,1483646917303.62,35840.132947138,46773055.0
ESP,2011,1489595017146.76,36957.1347642127,46742697.0
ESP,2010,1476667689923.04,37393.2116408274,46576897.0
ESP,2009,1489328542180.25,37504.6336346297,46362946.0
ESP,2008,1528583945708.69,39317.9259363344,45954106.0
ESP,2007,1466966823610.29,39598.9070792721,45226803.0
ESP,2006,1362250063103.38,38935.2472156638,44397319.0
ESP,2005,1205129771230.45,38038.3734434592,43653155.0
ESP,2004,1121116894298.13,37323.3712118714,42921895.0
ESP,2003,1055482611361.23,36823.0529738928,42187645.0
ESP,2002,1009753311276.12,36409.3505441254,41431558.0
ESP,2001,937884907929.823,35945.6338774218,40850412.0
ESP,2000,875954915805.158,34826.2887416304,40567864.0
ESP,1999,805891424628.996,33238.6602822338,40386875.0
ESP,1998,768118004304.831,31939.4207151329,40223509.0
ESP,1997,717296290770.854,30722.2357999262,40057389.0
ESP,1996,676109381996.694,29749.7601447858,39889852.0
ESP,1995,645825650574.822,29099.7256940767,39724050.0
ESP,1994,615587227842.629,28444.1013710492,39549108.0
ESP,1993,588687607420.773,27914.5876388367,39361262.0
ESP,1992,581056411334.864,28352.1630988327,39157685.0
ESP,1991,562879226861.518,28229.0519397,38966376.0
ESP,1990,530948358917.284,27598.3402344234,38867322.0
AUT,2019,524728424244.656,56352.4445352665,8877067.0
AUT,2018,502771138675.55,55687.1892771302,8840521.0
AUT,2017,480672624842.608,54637.0012845153,8797566.0
AUT,2016,459839268477.882,53688.2823908977,8736668.0
AUT,2015,431091486465.673,53164.8014030839,8642699.0
AUT,2014,417059741085.658,53224.167740644,8546356.0
AUT,2013,406370494341.228,53289.3783085002,8479823.0
AUT,2012,391635006784.261,53590.7183510812,8429991.0
AUT,2011,373031463577.163,53471.7700900142,8391643.0
AUT,2010,351576515990.438,52128.7010485929,8363404.0
AUT,2009,341721658045.841,51311.5254303054,8343323.0
AUT,2008,343812802543.0,53458.6047800438,8321496.0
AUT,2007,326756619923.805,52854.3176042359,8295487.0
AUT,2006,311039320003.298,51120.4495577785,8268641.0
AUT,2005,288086851811.747,49658.7840399317,8227829.0
AUT,2004,275748269094.012,48900.8803870311,8171966.0
AUT,2003,260771892808.661,47895.2191217637,8121423.0
AUT,2002,251984858807.042,47680.2068846392,8081957.0
AUT,2001,238980854446.326,47136.8713255273,8042293.0
AUT,2000,235436116744.555,46725.565286058,8011566.0
AUT,1999,220639956878.73,45308.5685088548,7992324.0
AUT,1998,212777040272.827,43837.7910408527,7976789.0
AUT,1997,202532855128.362,42368.5227241593,7968041.0
AUT,1996,195128419193.771,41546.7382509716,7959017.0
AUT,1995,188005852802.756,40647.8377672031,7948278.0
AUT,1994,179359424579.268,39652.2054553728,7936118.0
AUT,1993,171490050297.844,38871.3722420884,7905633.0
AUT,1992,166643018112.698,38987.8500428783,7840709.0
AUT,1991,159588972388.223,38610.971312619,7754891.0
AUT,1990,149232561323.718,37700.8773623512,7677850.0
FIN,2019,283323675921.652,48621.0885362883,5520314.0
FIN,2018,272319030456.189,48191.2325303143,5515525.0
FIN,2017,261536686678.341,47481.2138160103,5508214.0
FIN,2016,246903462491.942,46161.5829349195,5495303.0
FIN,2015,232930102787.426,45072.7478356206,5479531.0
FIN,2014,228058553146.46,44976.9784459358,5461512.0
FIN,2013,225680035610.262,45328.7935138515,5438972.0
FIN,2012,221285752810.968,45952.6169753228,5413971.0
FIN,2011,220471055643.893,46826.111689491,5388272.0
FIN,2010,209077048564.577,45875.0024955322,5363352.0
FIN,2009,202924165959.537,44662.4526942425,5338871.0
FIN,2008,212980676990.544,48818.4641473246,5313399.0
FIN,2007,199908526290.143,48664.7283627322,5288720.0
FIN,2006,181231093044.756,46412.7875388451,5266268.0
FIN,2005,168146788316.398,44787.45859653,5246096.0
FIN,2004,162980164132.004,43725.5996634904,5228172.0
FIN,2003,151280484339.999,42169.2045120984,5213014.0
FIN,2002,148763741906.139,41439.5550149382,5200598.0
FIN,2001,144265892609.55,40842.8887572068,5188008.0
FIN,2000,138695242916.42,39894.8343691637,5176209.0
FIN,1999,127934744369.414,37795.6628266714,5165474.0
FIN,1998,121501415973.472,36293.9454076268,5153498.0
FIN,1997,111982366923.226,34507.3579393124,5139835.0
FIN,1996,102757500231.52,32548.4334648292,5124573.0
FIN,1995,99862187769.1645,31500.1714394621,5107790.0
FIN,1994,93853000278.2009,30340.974007598,5088333.0
FIN,1993,88412174777.7523,29310.2447985007,5066447.0
FIN,1992,86965084516.6207,29648.4920841032,5041992.0
FIN,1991,87948311302.1459,30831.2425154333,5013740.0
FIN,1990,90417220017.6542,32938.9940061828,4986431.0
SWE,2019,574077546615.76,53205.0560060048,10285453.0
SWE,2018,546885183363.695,53146.4610964786,10175214.0
SWE,2017,530433049355.765,52739.0113876719,10057698.0
SWE,2016,500373095507.237,52116.146528174,9923085.0
SWE,2015,481299836150.171,51704.5030400297,9799186.0
SWE,2014,457507742235.106,50009.1061765892,9696110.0
SWE,2013,444616519268.393,49200.135891275,9600379.0
SWE,2012,432488311645.095,49036.3618651384,9519374.0
SWE,2011,421515976518.429,49692.8049739261,9449213.0
SWE,2010,396245955438.947,48519.1327274185,9378126.0
SWE,2009,374899631559.742,46185.526525044,9298515.0
SWE,2008,388684182888.548,48693.8760112453,9219637.0
SWE,2007,373815262454.887,49296.8103008111,9148092.0
SWE,2006,342195667508.727,48012.4753040907,9080505.0
SWE,2005,309212862460.073,46132.2560708622,9029572.0
SWE,2004,304232399561.548,45029.8143437514,8993531.0
SWE,2003,284693548208.76,43328.1838677934,8958229.0
SWE,2002,276017763557.301,42507.854378617,8924958.0
SWE,2001,266348638039.906,41729.6490147453,8895960.0
SWE,2000,262875048303.536,41244.0001327153,8872109.0
SWE,1999,243339601758.025,39430.8683389361,8857874.0
SWE,1998,229128241913.907,37853.8835278226,8850974.0
SWE,1997,219359917504.936,36309.305041126,8846062.0
SWE,1996,211222677778.517,35247.8091498317,8840998.0
SWE,1995,203583170048.806,34755.0094469245,8826939.0
SWE,1994,191838710815.483,33615.033207794,8780745.0
SWE,1993,180742865268.298,32574.6145475222,8718561.0
SWE,1992,180283637693.138,33455.4319939793,8668067.0
SWE,1991,178332829562.472,34046.6972659446,8617375.0
SWE,1990,174499033070.045,34676.9562038025,8558835.0
CYP,2019,36376855078.9005,39544.6818471754,1198575.0
CYP,2018,34574175050.8282,38822.4919713012,1189265.0
CYP,2017,32461369545.2405,37766.901656904,1179680.0
CYP,2016,30135749614.2885,36526.8190572448,1170187.0
CYP,2015,26889780680.0175,34375.5637176701,1160985.0
CYP,2014,25611630279.2852,33064.5801699164,1152285.0
CYP,2013,26181488763.0206,33323.7065366915,1143866.0
CYP,2012,27503409470.4567,35577.770908208,1135046.0
CYP,2011,28345891540.0357,37413.59020453,1124833.0
CYP,2010,27741573353.8928,38226.9931607121,1112612.0
CYP,2009,27406516369.4977,38464.9612046221,1098083.0
CYP,2008,27398523232.8023,40324.1692781575,1081563.0
CYP,2007,25198118570.7654,39894.6789669111,1063713.0
CYP,2006,22513299138.0451,38776.3321181233,1045507.0
CYP,2005,20504289938.429,37653.765432119,1027662.0
