Country Code,Date,GDP,GDP Per Capita
FRA,1997,1333393499384.76,36424.3124305251
FRA,1996,1273968045657.78,35718.8924348436
FRA,1995,1234872151459.92,35346.1519808816
FRA,1994,1184555470552.45,34742.159415775
FRA,1993,1133068052397.45,34068.275151788
FRA,1992,1113845375059.34,34432.6772732668
FRA,1991,1071884778559.65,34059.5874934818
FRA,1990,1026066902289.78,33893.5911576966
ITA,2019,2664945505935.4,42412.6645516756
ITA,2018,2587030339782.73,42198.2432366598
ITA,2017,2529503666965.27,41784.6247136637
ITA,2016,2420426054252.35,41037.6033282618
ITA,2015,2241524993398.74,40444.8076473426
ITA,2014,2200255257934.9,40093.7955279769
ITA,2013,2187377576803.98,40465.1906643631
ITA,2012,2172383785077.79,41704.8265123998
ITA,2011,2173169963370.93,43102.2266122051
ITA,2010,2085496212846.81,42873.1606996339
ITA,2009,2046839852007.77,42280.8418983308
ITA,2008,2089717925618.93,44841.9962745517
ITA,2007,1993080670383.34,45578.5180653498
ITA,2006,1884706039437.51,45138.0062717653
ITA,2005,1746657911754.7,44477.4462060837
ITA,2004,1703326268974.96,44333.9565871966
ITA,2003,1671542411985.02,43995.4915000085
ITA,2002,1639680554324.34,44130.3134865276
ITA,2001,1597879845668.84,44084.1311651619
ITA,2000,1542139023351.08,43264.645140289
ITA,1999,1457193715148.05,41704.904027995
ITA,1998,1423840654724.4,41044.6456034335
ITA,1997,1357847769420.38,40326.303333158
ITA,1996,1308793635935.89,39622.469118191
ITA,1995,1270674822014.3,39137.8144581682
ITA,1994,1209657487651.4,38040.2755420661
ITA,1993,1159427056914.97,37246.8376400066
ITA,1992,1142335926061.37,37590.1870505858
ITA,1991,1107641374526.78,37304.5063037457
ITA,1990,1055176164505.38,36764.7354247013
SWE,2019,574077546615.76,53205.0560060048
SWE,2018,546885183363.695,53146.4610964786
SWE,2017,530433049355.765,52739.0113876719
SWE,2016,500373095507.237,52116.146528174
SWE,2015,481299836150.171,51704.5030400297
SWE,2014,457507742235.106,50009.1061765892
SWE,2013,444616519268.393,49200.135891275
SWE,2012,432488311645.095,49036.3618651384
SWE,2011,421515976518.429,49692.8049739261
SWE,2010,396245955438.947,48519.1327274185
SWE,2009,374899631559.742,46185.526525044
SWE,2008,388684182888.548,48693.8760112453
SWE,2007,373815262454.887,49296.8103008111
SWE,2006,342195667508.727,48012.4753040907
SWE,2005,309212862460.073,46132.2560708622
SWE,2004,304232399561.548,45029.8143437514
SWE,2003,284693548208.76,43328.1838677934
SWE,2002,276017763557.301,42507.854378617
SWE,2001,266348638039.906,41729.6490147453
SWE,2000,262875048303.536,41244.0001327153
SWE,1999,243339601758.025,39430.8683389361
SWE,1998,229128241913.907,37853.8835278226
SWE,1997,219359917504.936,36309.305041126
SWE,1996,211222677778.517,35247.8091498317
SWE,1995,203583170048.806,34755.0094469245
SWE,1994,191838710815.483,33615.033207794
SWE,1993,180742865268.298,32574.6145475222
SWE,1992,180283637693.138,33455.4319939793
SWE,1991,178332829562.472,34046.6972659446
SWE,1990,174499033070.045,34676.9562038025
POL,2019,1299276571937.35,33086.3903328095
POL,2018,1208903726913.46,31765.6828625755
POL,2017,1145045114530.35,30152.741569648
POL,2016,1073934604256.85,28737.541854668
POL,2015,1020174052202.07,27871.2423818539
POL,2014,973566357429.12,26822.9236909234
POL,2013,940325020076.099,25941.9841219804
POL,2012,907167369644.705,25570.4175818106
POL,2011,869769693309.293,25165.7152416289
POL,2010,801336653343.38,23976.3029031363
POL,2009,734835133469.247,23075.4693585519
POL,2008,698096288057.547,22457.7740803511
POL,2007,639917041334.925,21545.2110801519
POL,2006,577439686250.295,20118.1562239142
POL,2005,530341428414.619,18935.3335396469
POL,2004,509395066675.547,18288.1666385396
POL,2003,468286207442.492,17384.6537505755
POL,2002,450394072658.275,16775.3095268979
POL,2001,424633333696.279,16432.0603363276
POL,2000,407661970478.243,16225.0444781708
POL,1999,387468520811.944,15356.304041813
POL,1998,366197753276.07,14673.8434858783
POL,1997,344761172304.934,14031.5763092106
POL,1996,318664573874.385,13188.8279945565
POL,1995,295744653467.47,12445.1114367819
POL,1994,270842221199.277,11651.9842953705
POL,1993,251849872467.228,11089.644448347
POL,1992,237155323465.297,10717.2538742236
POL,1991,226182435709.001,10486.4404152268
POL,1990,235290724466.851,11317.7019709282
ESP,2019,1987305371639.04,40883.3253649157
ESP,2018,1894494241788.17,40328.9379296749
ESP,2017,1843952249000.96,39575.5351485129
ESP,2016,1733039369294.66,38553.6027656606
ESP,2015,1621504088407.1,37450.9172237396
ESP,2014,1558305994181.4,36039.6865479231
ESP,2013,1512074688796.68,35441.6269194499
ESP,2012,1483646917303.62,35840.132947138
ESP,2011,1489595017146.76,36957.1347642127
ESP,2010,1476667689923.04,37393.2116408274
ESP,2009,1489328542180.25,37504.6336346297
ESP,2008,1528583945708.69,39317.9259363344
